"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26189","CreateCar_Form3","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form3"
"","5391","CreateCar_Form6","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form6"
"","3527","CreateCar_Form2","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form2"
"","27393","CreateCar_Form1","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form1"
"","1390","CreateCar_Form5","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form5"
"","20323","DealerPlus_CreateCar_Flow","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","DealerPlus_CreateCar_Flow"
"","10577","CreateCar_Form4","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form4"
"","12032","ppiCarInspection","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","ppiCarInspection"
"","11888","listingCarAPI","All Test Suite","2026-02-27","passed","2026-02-27","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","listingCarAPI"
