"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2320","CarLoanFlow - Loan created by Franchise Admin for user salary earner","API_Regression_Suite","2026-03-18","failed","2026-03-18","Tests.CarLoan.CarLoanPositive","Autochek_End_To_End_Loan_Application","Tests.CarLoan.CarLoanPositive","CarLoanFlow"
"","4739","CarLoanFlow - Loan created by Account Manager for user salary earner","API_Regression_Suite","2026-03-18","failed","2026-03-18","Tests.CarLoan.CarLoanPositive","Autochek_End_To_End_Loan_Application","Tests.CarLoan.CarLoanPositive","CarLoanFlow"
