"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31065","CreateCar_Form6","All Test Suite","2026-02-25","broken","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form6"
"","31138","CreateCar_Form2","All Test Suite","2026-02-25","broken","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form2"
"","31112","CreateCar_Form5","All Test Suite","2026-02-25","broken","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form5"
"","24451","DealerPlus_CreateCar_Flow","All Test Suite","2026-02-25","passed","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","DealerPlus_CreateCar_Flow"
"","10070","CreateCar_Form3","All Test Suite","2026-02-25","broken","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form3"
"","31118","CreateCar_Form4","All Test Suite","2026-02-25","broken","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form4"
"","964","ppiCarInspection","All Test Suite","2026-02-25","failed","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","ppiCarInspection"
"","2892","listingCarAPI","All Test Suite","2026-02-25","failed","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","listingCarAPI"
"","100621","CreateCar_Form1","All Test Suite","2026-02-25","broken","2026-02-25","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow","CreateCar_Form1"
