"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","608","UpdateFranchise - latitude = ""abc""","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Validates GET /v2/origination/loans/{loan_id}/logbook/booking-info - Negative Test","512","GetBookingInfoForLogbookLoanNegative - Send loan_id as empty string","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetBookingInfoForLogbookLoanNegative"
"Create Inspection for the carID generated in Car Creation","493","PostCreateInspection - Special characters in country","API_Regression_Suite","2026-03-25","failed","2026-03-25","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"","507","CreateFranchise - owner has script tag (xss)","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"","772","CreateFranchise - email missing '@' symbol","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Submit Loan Customer Preferences","442","SubmitLoanPreferencesNegative - includeLicenceRenewalFees boolean false","API_Regression_Suite","2026-03-25","failed","2026-03-25","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"","1251","CreateFranchise - state special characters","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"","1200","CreateFranchise - account_name as array","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Validates GET /v1/inventory/model with dynamic parameters - Positive Test","482","GetModelList - Validate only id field is returned","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetModelList"
"","489","UpdateFranchise - account_name is empty","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","525","submitLoanPreference - Omit equityContribution","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_positive.OfferSimulation.OfferSimulationPositive","Autochek_API_Automation","autochek_api_positive.OfferSimulation.OfferSimulationPositive","submitLoanPreference"
"","1","PostLogoutAllAdminNegative - userId as null","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLogoutAllAdminNegative"
